20.5	-53.2943	2309.56
25.8	-71.54559	2433.81
27.5	-70.98435	1162.86
30	-72.05625	4869.97
32.4	-74.37618	1078.38
35	-75.93789	733.27
37.5	-76.86515	5000
40	-85.89528	2084.64
45	-90.41247	5000
