0	0.0239927777572375	0.00225924862301194	0.00903676176022082	1.87430919862837E-7	-2.45490983744167E-4
0.5	-0.00294143681885786	0.00113595693947662	0.0332145454858726	0.0721624534201065	0.0689135322428028
1	0.0412992169831895	0.16724642774703	0.318129682691103	0.281008503397884	0.354869735289433
1.5	0.138874302589583	0.322009397581955	0.593437879316816	0.488393681335457	0.612490102016762
2	0.420845004223894	0.594470887190243	0.82809094211582	1.07165410650563	0.787680834914048
3	0.813000457772193	0.879549905951768	0.956289053603535	1.12060106278373	0.857401920721729
3.5	0.998438820073141	0.978886816934885	0.977690320251127	0.882350371356199	1.02926264246982
4	1.05144120764204	1.0372820646011	1.04302496015895	0.89141765748238	0.984077036830446
4.5	0.966664628972	0.944859460925649	0.944250142884131	0.785390571863146	0.968786189078204
5	0.983537602185939	1.03893067014933	1.07873729978108	1.24849825438035	1.01793031199735
